,Vernier,Time,Cam,L,Lambda,Lp,Ld
0,2.413156986228395e-27,8.953931093215942,-2.000343371981109,1.3914411333850973,0.908607620742534,1.3863283855379704,1.3917691567088195
1,-8.951912570765581e-27,0.01612234115600586,-2.4131551295780693,1.3914411333850973,0.908607620742534,1.3849591047705094,1.390017401599385
2,3.642371917288261e-26,0.029967308044433594,-2.3415866433533594,1.3914411333850973,0.908607620742534,1.3920040712166057,1.3947778107979756
3,-1.3593517055381856e-25,0.029990434646606445,-2.33573905230546,1.3914411333850973,0.908607620742534,1.3849591047705094,1.3805204884237812
4,5.590157513269558e-25,0.03000330924987793,-2.073645414723234,1.3914411333850973,0.908607620742534,1.3842141723632722,1.3811018888641369
5,-1.6865375284774912e-24,0.019960880279541016,-2.3035695570491277,1.3914411333850973,0.908607620742534,1.3920040712166057,1.3881928718819265
6,7.0660137634206e-24,0.019965171813964844,-2.1195644620422747,1.3914411333850973,0.908607620742534,1.3863283855379704,1.397221888033199
7,-2.6370722372066654e-23,0.024932861328125,-2.0420737005115446,1.3914411333850973,0.908607620742534,1.3863283855379704,1.3805204884237812
8,9.841687572484602e-23,0.023904085159301758,-2.3035695570491277,1.3914411333850973,0.908607620742534,1.3920040712166057,1.3881928718819265
9,-3.6729678052731747e-22,0.024900197982788086,-2.049273038139967,1.3914411333850973,0.908607620742534,1.3941216314030576,1.3811018888641369
10,1.2648911279776363e-21,0.023910999298095703,-2.160527877982276,1.3914411333850973,0.908607620742534,1.3863283855379704,1.3894389200726047
11,-5.115784205010378e-21,0.02490711212158203,-2.33573905230546,1.3914411333850973,0.908607620742534,1.3849591047705094,1.3805204884237812
12,2.078643246816569e-20,0.024922847747802734,-2.2938116890292375,1.3914411333850973,0.908607620742534,1.3849591047705094,1.3881928718819265
13,-7.125368208961798e-20,0.024909019470214844,-2.1135201022760093,1.3914411333850973,0.908607620742534,1.3842141723632722,1.3805204884237812
14,2.6592236178481484e-19,0.02390289306640625,-2.1135201022760093,1.3914411333850973,0.908607620742534,1.3842141723632722,1.3805204884237812
15,-9.924357650496415e-19,0.024901390075683594,-2.0420737005115446,1.3914411333850973,0.908607620742534,1.3863283855379704,1.3805204884237812
16,3.703820698413751e-18,0.02492690086364746,-2.413976197997995,1.3914411333850973,0.908607620742534,1.3849591047705094,1.386446354092138
17,-1.2088123552628559e-17,0.025930404663085938,-2.295828394648122,1.3914411333850973,0.908607620742534,1.3849591047705094,1.3811018888641369
18,-1.9821261312465255e-16,0.027925729751586914,-2.2662168032777217,1.3914411333850973,0.908607620742534,1.3814165466507,1.3823208296853735
19,-0.5000000000000004,0.028928518295288086,-3.4875657623707896,1.3914411333850973,0.908607620742534,1.388907179248873,1.3827105829732975
20,-2.5000001400000005,0.028921127319335938,-5.596224877128785,1.3914411333850973,0.908607620742534,1.3893546863714905,1.3883278480571133
21,-5.250000150000001,0.024934053421020508,-7.51780859072796,1.3914411333850973,0.908607620742534,1.382563332756097,1.3912678673048795
22,-7.750000500000001,0.025930404663085938,-10.058695199847637,1.3914411333850973,0.908607620742534,1.3863514618784099,1.381219107956859
23,-10.000000560000002,0.02593064308166504,-11.895261674473153,1.3914411333850973,0.908607620742534,1.371842371043314,1.385145243083329
24,-12.750001210000004,0.01999950408935547,-13.689016671988524,1.3914411333850973,0.908607620742534,1.3814982359874945,1.3842864209093462
