,Vernier,Time,Cam,L,Lambda,Lp,Ld
0,3.020911640916102e-29,8.900971174240112,1.4931036260384885,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3779769036141991
1,-1.1274195729075159e-28,0.020000934600830078,1.4931036260384885,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3779769036141991
2,4.207587127538453e-28,0.019998550415039062,1.4931036260384885,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3779769036141991
3,-1.5702928937246298e-27,0.019967317581176758,1.4931036260384885,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3779769036141991
4,6.264309645617832e-27,0.029999732971191406,1.4931036260384885,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3779769036141991
5,-2.0255771420961434e-26,0.01996588706970215,1.4931036260384885,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3779769036141991
6,8.16250213572716e-26,0.01996159553527832,1.4931036260384885,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3779769036141991
7,-3.3047812101651445e-25,0.019959449768066406,1.4931036260384885,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3779769036141991
8,1.0334923095705294e-24,0.019957780838012695,1.4945490801952688,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3814419810242233
9,-4.242930817684399e-24,0.029968976974487305,1.4945490801952688,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3814419810242233
10,1.583483338459794e-23,0.019966602325439453,1.4547199575034306,1.3665065248246473,0.8516719320416672,1.367795996506445,1.3814419810242233
11,-5.909640272070736e-23,0.01996898651123047,1.4945490801952688,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3814419810242233
12,1.9408099789653462e-22,0.019971847534179688,1.4945490801952688,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3814419810242233
13,-8.760462664756125e-22,0.03234386444091797,1.4547199575034306,1.3665065248246473,0.8516719320416672,1.367795996506445,1.3814419810242233
14,2.8601178147770685e-21,0.022915124893188477,1.4945490801952688,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3814419810242233
15,-1.1464397499090356e-20,0.023894071578979492,1.4945490801952688,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3814419810242233
16,3.9397582155753586e-20,0.023905515670776367,1.4945490801952688,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3814419810242233
17,-1.5967845827999277e-19,0.022913455963134766,1.4945490801952688,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3814419810242233
18,5.417180105509251e-19,0.024927854537963867,1.4945490801952688,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3814419810242233
19,-2.224034018420809e-18,0.02290058135986328,1.4945490801952688,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3814419810242233
20,8.300207954508035e-18,0.022907257080078125,1.4945490801952688,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3814419810242233
21,-3.097679779961133e-17,0.02393054962158203,1.4945490801952688,1.3665065248246473,0.8516719320416672,1.3671938556278818,1.3814419810242233
22,-9.293107026392828e-18,0.021915435791015625,1.4158790513471853,1.3665065248246473,0.8516719320416672,1.367795996506445,1.3807502479121543
23,-0.25000000000000017,0.021117210388183594,1.186942645419018,1.3665065248246473,0.8516719320416672,1.3666869241694493,1.3828530167166295
24,-0.5000000000000002,0.029967784881591797,0.17871421724893796,1.3665065248246473,0.8516719320416672,1.3677789019468782,1.3776023313832213
25,-1.9999999800000003,0.019976139068603516,-1.2045636551647232,1.3665065248246473,0.8516719320416672,1.3663262159086131,1.380784201746568
26,-3.2500001600000004,0.01999187469482422,-2.406943055229827,1.3665065248246473,0.8516719320416672,1.3705184354816755,1.3753092841138732
27,-4.749999990000001,0.019974470138549805,-3.920830439131186,1.3665065248246473,0.8516719320416672,1.361784561011521,1.3789165050373922
