,Vernier,Cam,L,Lambda,Lp,Ld,Time
0,-0.5,-14.152518076048052,1.5794773389448267,1.2787917984351245,1.5814444311310474,1.5775102467586057,9.328105926513672
1,-0.5,-14.001854393380967,1.5840754354230302,1.275982219686076,1.5920817020199751,1.5775102467586057,0.36003756523132324
2,-0.5,-14.055019738440382,1.5845085902466136,1.2729266196415188,1.5920817020199751,1.5770118817899965,0.3610677719116211
3,-0.5,-13.988387522179409,1.578617726637231,1.2712320576205167,1.5920817020199751,1.5643619016901766,0.364992618560791
4,-0.5,-13.974000871993532,1.5784930168946225,1.2691095659049736,1.579461122534362,1.5775102467586057,0.3680145740509033
5,-0.5,-14.218435183779214,1.5834705160658988,1.2847443684771933,1.5899925878212378,1.5775102467586057,0.3610672950744629
6,-0.5,-14.15203327879237,1.5880758282791452,1.2852500740384418,1.592533853179377,1.5841593079780758,0.3590071201324463
7,-0.5,-14.008699411482743,1.5881176915693573,1.278292421906478,1.5920817020199751,1.5841593079780758,0.3610355854034424
8,-0.5,-13.988363064139131,1.579024058229149,1.2716997805987285,1.5920817020199751,1.5643619016901766,0.36003732681274414
9,-0.5,-14.027093525948038,1.5783432652384235,1.2668642789272462,1.579461122534362,1.5770118817899965,0.36006855964660645
10,-0.5,-14.019875633825823,1.5783432652384235,1.2668642789272462,1.5905753774907747,1.5770118817899965,0.36599159240722656
11,-0.5,-14.097357953106716,1.5783432652384235,1.2668642789272462,1.5824583282046267,1.5770118817899965,0.3650236129760742
12,-0.5,-14.066565680952626,1.5783432652384235,1.2668642789272462,1.58396047978459,1.5643619016901766,0.3610672950744629
13,-0.5,-13.966996308318901,1.5783432652384235,1.2668642789272462,1.5905753774907747,1.5775102467586057,0.3619990348815918
14,-0.5,-14.006387488443012,1.5783432652384235,1.2668642789272462,1.5905753774907747,1.563865901139529,0.36303067207336426
15,-0.5,-14.055124286776138,1.5783432652384235,1.2668642789272462,1.5920817020199751,1.5770118817899965,0.3640561103820801
16,-0.5,-14.055124286776138,1.5783432652384235,1.2668642789272462,1.5920817020199751,1.5770118817899965,0.36299967765808105
17,-0.5,-14.019875633825823,1.5783432652384235,1.2668642789272462,1.5905753774907747,1.5770118817899965,0.36306095123291016
18,-0.5,-13.896359297047688,1.5783432652384235,1.2668642789272462,1.5875699084794903,1.5775102467586057,0.36100339889526367
19,-0.5,-14.019875633825823,1.5783432652384235,1.2668642789272462,1.5905753774907747,1.5770118817899965,0.3640584945678711
20,-0.5,-14.08589837741796,1.5783432652384235,1.2668642789272462,1.58396047978459,1.5841593079780758,0.3650228977203369
21,-0.5,-14.135537282837374,1.5783432652384235,1.2668642789272462,1.589513558627679,1.5836597465194362,0.3639955520629883
22,-0.5,-13.989109401432732,1.5783432652384235,1.2668642789272462,1.5920817020199751,1.5643619016901766,0.36302995681762695
23,-0.5,-14.079432485229704,1.5783432652384235,1.2668642789272462,1.58396047978459,1.5775102467586057,0.36302971839904785
24,-0.5,-14.129676611285689,1.5783432652384235,1.2668642789272462,1.5675071725597018,1.563865901139529,0.3620641231536865
25,-0.5,-13.974026897033573,1.5783432652384235,1.2668642789272462,1.579461122534362,1.5775102467586057,0.36299848556518555
26,-0.5,-14.119393800712125,1.5783432652384235,1.2668642789272462,1.58396047978459,1.563865901139529,0.3640580177307129
27,-0.5,-14.12898537365705,1.5783432652384235,1.2668642789272462,1.589513558627679,1.5770118817899965,0.3650240898132324
28,-0.5,-14.002264549635315,1.5783432652384235,1.2668642789272462,1.5920817020199751,1.5775102467586057,0.363997220993042
29,-0.5,-14.041789406194448,1.5783432652384235,1.2668642789272462,1.5920817020199751,1.563865901139529,0.3640258312225342
30,-0.5,-14.199149029874517,1.5783432652384235,1.2668642789272462,1.592533853179377,1.5770118817899965,0.3610348701477051
31,-0.5,-13.991319825072047,1.5783432652384235,1.2668642789272462,1.5824583282046267,1.5780140283192616,0.3749985694885254
32,-0.5,-14.041789406194448,1.5783432652384235,1.2668642789272462,1.5920817020199751,1.563865901139529,0.36103343963623047
33,-0.5,-13.960700840729455,1.5783432652384235,1.2668642789272462,1.579461122534362,1.5643619016901766,0.3610656261444092
34,-0.5,-14.088519922657742,1.5783432652384235,1.2668642789272462,1.6079057933903727,1.5643619016901766,0.44081902503967285
35,-0.5,-14.097357953106716,1.5783432652384235,1.2668642789272462,1.5824583282046267,1.5770118817899965,0.3620016574859619
36,-0.5,-14.079432485229704,1.5783432652384235,1.2668642789272462,1.58396047978459,1.5775102467586057,0.3610353469848633
37,-0.5,-14.023173426435529,1.5783432652384235,1.2668642789272462,1.589513558627679,1.5780140283192616,0.36303043365478516
38,-0.5,-14.115947549726611,1.5783432652384235,1.2668642789272462,1.589513558627679,1.563865901139529,0.36302924156188965
39,-0.5,-14.079432485229704,1.5783432652384235,1.2668642789272462,1.58396047978459,1.5775102467586057,0.3620316982269287
40,-0.5,-13.907830490679638,1.5783432652384235,1.2668642789272462,1.579461122534362,1.5648632819087276,0.36602139472961426
41,-0.5,-14.002264549635315,1.5783432652384235,1.2668642789272462,1.5920817020199751,1.5775102467586057,0.3620636463165283
42,-0.5,-14.044330576109322,1.5783432652384235,1.2668642789272462,1.5824583282046267,1.5775102467586057,0.36302781105041504
43,-0.5,-13.966996308318901,1.5783432652384235,1.2668642789272462,1.5905753774907747,1.5775102467586057,0.3620002269744873
44,-0.5,-14.122047304524953,1.5783432652384235,1.2668642789272462,1.6007246245888649,1.5770118817899965,0.36302995681762695
45,-0.5,-14.002264549635315,1.5783432652384235,1.2668642789272462,1.5920817020199751,1.5775102467586057,0.36306095123291016
46,-0.5,-14.066565680952626,1.5783432652384235,1.2668642789272462,1.58396047978459,1.5643619016901766,0.3620305061340332
47,-0.5,-14.12898537365705,1.5783432652384235,1.2668642789272462,1.589513558627679,1.5770118817899965,0.3640282154083252
48,-0.5,-14.115947549726611,1.5783432652384235,1.2668642789272462,1.589513558627679,1.563865901139529,0.36299729347229004
49,-0.5,-14.199149029874517,1.5783432652384235,1.2668642789272462,1.592533853179377,1.5770118817899965,0.362062931060791
50,-0.5,-14.097357953106716,1.5783432652384235,1.2668642789272462,1.5824583282046267,1.5770118817899965,0.36302947998046875
51,-0.5,-14.002264549635315,1.5783432652384235,1.2668642789272462,1.5920817020199751,1.5775102467586057,0.36302900314331055
52,-0.5,-14.076071150329353,1.5783432652384235,1.2668642789272462,1.589513558627679,1.5775102467586057,0.36302781105041504
53,-0.5,-14.122047304524953,1.5783432652384235,1.2668642789272462,1.6007246245888649,1.5770118817899965,0.3640267848968506
54,-0.5,-14.097357953106716,1.5783432652384235,1.2668642789272462,1.5824583282046267,1.5770118817899965,0.3619985580444336
55,-0.5,-14.044330576109322,1.5783432652384235,1.2668642789272462,1.5824583282046267,1.5775102467586057,0.36502528190612793
56,-0.5,-13.966996308318901,1.5783432652384235,1.2668642789272462,1.5905753774907747,1.5775102467586057,0.36302900314331055
57,-0.5,-14.061825513155169,1.5783432652384235,1.2668642789272462,1.5920817020199751,1.5836597465194362,0.36502552032470703
58,-0.5,-14.019875633825823,1.5783432652384235,1.2668642789272462,1.5905753774907747,1.5770118817899965,0.3640589714050293
59,-0.5,-14.205851523441765,1.5783432652384235,1.2668642789272462,1.5814444311310474,1.5770118817899965,0.3649907112121582
60,-0.5,-14.008875451332152,1.5783432652384235,1.2668642789272462,1.5920817020199751,1.5841593079780758,0.36502575874328613
61,-0.5,-14.013587875410199,1.5783432652384235,1.2668642789272462,1.579461122534362,1.563865901139529,0.3650226593017578
62,-0.5,-14.076071150329353,1.5783432652384235,1.2668642789272462,1.589513558627679,1.5775102467586057,0.37403154373168945
63,-0.5,-13.920977042724974,1.5783432652384235,1.2668642789272462,1.579461122534362,1.5780140283192616,0.36502504348754883
64,-0.5,-14.132440196608492,1.5783432652384235,1.2668642789272462,1.58396047978459,1.5770118817899965,0.3640248775482178
65,-0.5,-14.133720728209113,1.5783432652384235,1.2668642789272462,1.592533853179377,1.5643619016901766,0.3649930953979492
66,-0.5,-13.936445901552085,1.5783432652384235,1.2668642789272462,1.5920817020199751,1.5648632819087276,0.3650248050689697
67,-0.5,-14.002264549635315,1.5783432652384235,1.2668642789272462,1.5920817020199751,1.5775102467586057,0.36502504348754883
68,-0.5,-14.356279053742593,1.5783432652384235,1.2668642789272462,1.592533853179377,,0.3750309944152832
69,-0.5,-14.044330576109322,1.5783432652384235,1.2668642789272462,1.5824583282046267,1.5775102467586057,0.3640573024749756
70,-0.5,-14.146274192431726,1.5783432652384235,1.2668642789272462,1.592533853179377,1.5775102467586057,0.3639945983886719
71,-0.5,-14.097357953106716,1.5783432652384235,1.2668642789272462,1.5824583282046267,1.5770118817899965,0.3700110912322998
72,-0.5,-14.12898537365705,1.5783432652384235,1.2668642789272462,1.589513558627679,1.5770118817899965,0.3750295639038086
73,-0.5,-14.016610733811829,1.5783432652384235,1.2668642789272462,1.6007246245888649,1.5780140283192616,0.3649923801422119
74,-0.5,-14.146274192431726,1.5783432652384235,1.2668642789272462,1.592533853179377,1.5775102467586057,0.3650243282318115
75,-0.5,-14.031310962647009,1.5783432652384235,1.2668642789272462,1.5824583282046267,1.5643619016901766,0.3869955539703369
76,-0.5,-13.946035688062882,1.5783432652384235,1.2668642789272462,1.597695816816485,1.5780140283192616,0.3650240898132324
77,-0.5,-14.038087834928636,1.5783432652384235,1.2668642789272462,1.5714642775381766,1.5643619016901766,0.36602163314819336
78,-0.5,-14.061825513155169,1.5783432652384235,1.2668642789272462,1.5920817020199751,1.5836597465194362,0.36602354049682617
79,-0.5,-14.079432485229704,1.5783432652384235,1.2668642789272462,1.58396047978459,1.5775102467586057,0.36601948738098145
80,-0.5,-14.027093525948038,1.5783432652384235,1.2668642789272462,1.579461122534362,1.5770118817899965,0.36598920822143555
81,-0.5,-14.132440196608492,1.5783432652384235,1.2668642789272462,1.58396047978459,1.5770118817899965,0.3670182228088379
82,-0.5,-14.149307184841394,1.5783432652384235,1.2668642789272462,1.5981307755914775,1.5841593079780758,0.36605215072631836
83,-0.5,-13.846984214812519,1.5783432652384235,1.2668642789272462,1.58200430695967,1.5780140283192616,0.36798644065856934
84,-0.5,-14.008875451332152,1.5783432652384235,1.2668642789272462,1.5920817020199751,1.5841593079780758,0.36502623558044434
85,-0.5,-14.002264549635315,1.5783432652384235,1.2668642789272462,1.5920817020199751,1.5775102467586057,0.3680150508880615
86,-0.5,-14.138996341175114,1.5783432652384235,1.2668642789272462,1.58396047978459,1.5836597465194362,0.367051362991333
87,-0.5,-14.069637459934198,1.5783432652384235,1.2668642789272462,1.5920817020199751,,0.3660237789154053
88,-0.5,-14.079432485229704,1.5783432652384235,1.2668642789272462,1.58396047978459,1.5775102467586057,0.36601686477661133
89,-0.5,-13.966996308318901,1.5783432652384235,1.2668642789272462,1.5905753774907747,1.5775102467586057,0.3660092353820801
90,-0.5,-14.044330576109322,1.5783432652384235,1.2668642789272462,1.5824583282046267,1.5775102467586057,0.3670191764831543
91,-0.5,-14.031310962647009,1.5783432652384235,1.2668642789272462,1.5824583282046267,1.5643619016901766,0.36804866790771484
92,-0.5,-14.146274192431726,1.5783432652384235,1.2668642789272462,1.592533853179377,1.5775102467586057,0.3680150508880615
93,-0.5,-13.966996308318901,1.5783432652384235,1.2668642789272462,1.5905753774907747,1.5775102467586057,0.36801791191101074
94,-0.5,-14.055124286776138,1.5783432652384235,1.2668642789272462,1.5920817020199751,1.5770118817899965,0.3679842948913574
95,-0.5,-14.135537282837374,1.5783432652384235,1.2668642789272462,1.589513558627679,1.5836597465194362,0.3700406551361084
96,-0.5,-14.097357953106716,1.5783432652384235,1.2668642789272462,1.5824583282046267,1.5770118817899965,0.36698055267333984
97,-0.5,-14.146274192431726,1.5783432652384235,1.2668642789272462,1.592533853179377,1.5775102467586057,0.37104201316833496
98,-0.5,-13.991319825072047,1.5783432652384235,1.2668642789272462,1.5824583282046267,1.5780140283192616,0.36901092529296875
99,-0.5,-14.097357953106716,1.5783432652384235,1.2668642789272462,1.5824583282046267,1.5770118817899965,0.36901330947875977
100,-0.5,-14.122047304524953,1.5783432652384235,1.2668642789272462,1.6007246245888649,1.5770118817899965,0.37101054191589355
101,-0.5,-14.205851523441765,1.5783432652384235,1.2668642789272462,1.5814444311310474,1.5770118817899965,0.36898064613342285
102,-0.5,-14.027093525948038,1.5783432652384235,1.2668642789272462,1.579461122534362,1.5770118817899965,0.3690450191497803
103,-0.5,-13.950167056965453,1.5783432652384235,1.2668642789272462,1.5961849965820594,1.5643619016901766,0.3700129985809326
104,-0.5,-14.097357953106716,1.5783432652384235,1.2668642789272462,1.5824583282046267,1.5770118817899965,0.3690156936645508
