,Vernier,Cam,L,Lambda,Lp,Ld,Time
191,-0.0,0.5950287893670495,1.6410509666240813,1.2996109450322775,1.6055800413417223,1.6537217391861345,0.3640267848968506
192,-0.0,0.7717042081609018,1.6410509666240813,1.2996109450322775,1.614323533026528,1.6603696680200613,0.36302733421325684
193,-0.0,0.6333091234070878,1.6410509666240813,1.2996109450322775,1.6176255113756741,1.6603696680200613,0.3640267848968506
194,-0.0,0.5502165659477688,1.6410509666240813,1.2996109450322775,1.6253841895080519,1.6525452069723772,0.3639957904815674
195,-0.0,0.6420354962862342,1.6410509666240813,1.2996109450322775,1.6165205489214445,1.6525452069723772,0.3640599250793457
196,-0.0,0.5863052090075257,1.6410509666240813,1.2996109450322775,1.6055800413417223,1.6603696680200613,0.3650240898132324
197,-0.0,0.6787926853695883,1.6410509666240813,1.2996109450322775,1.6099272298210805,1.6603696680200613,0.36402463912963867
198,-0.0,0.6794098549082592,1.6410509666240813,1.2996109450322775,1.6165205489214445,1.6603696680200613,0.3640563488006592
199,-0.0,0.8195897844129293,1.6410509666240813,1.2996109450322775,1.6265394184859767,1.6603696680200613,0.36399197578430176
200,-0.0,0.6965432337501879,1.6410509666240813,1.2996109450322775,1.6088304915777774,1.6459496674444187,0.36605381965637207
201,-0.0,0.7807815915002909,1.6410509666240813,1.2996109450322775,1.614323533026528,1.6537217391861345,0.36302900314331055
202,-0.0,0.8748933713675079,1.6410509666240813,1.2996109450322775,1.6343707148493904,1.6560874196628395,0.3640143871307373
203,-0.0,0.734525768192151,1.6410509666240813,1.2996109450322775,1.614323533026528,1.6525452069723772,0.36605286598205566
204,-0.0,0.8187424049253039,1.6410509666240813,1.2996109450322775,1.6198611573969377,1.6603696680200613,0.36302781105041504
205,-0.0,0.7248495792798489,1.6410509666240813,1.2996109450322775,1.6088304915777774,1.6603696680200613,0.3639962673187256
206,-0.0,0.6052793970622697,1.6410509666240813,1.2996109450322775,1.624270955283513,1.6459496674444187,0.3640599250793457
207,-0.0,0.6794098549082592,1.6410509666240813,1.2996109450322775,1.6165205489214445,1.6603696680200613,0.3640270233154297
208,-0.0,0.6794098549082592,1.6410509666240813,1.2996109450322775,1.6165205489214445,1.6603696680200613,0.36502861976623535
209,-0.0,0.7632337588715407,1.6410509666240813,1.2996109450322775,1.6198611573969377,1.665883427918705,0.3650166988372803
210,-0.0,0.7822891377036912,1.6410509666240813,1.2996109450322775,1.6276393334196315,1.6537217391861345,0.3639976978302002
211,-0.0,0.7717042081609018,1.6410509666240813,1.2996109450322775,1.614323533026528,1.6603696680200613,0.3660590648651123
212,-0.0,0.8384246159383859,1.6410509666240813,1.2996109450322775,1.625443857892746,1.6459496674444187,0.3660132884979248
213,-0.0,0.7248495792798489,1.6410509666240813,1.2996109450322775,1.6088304915777774,1.6603696680200613,0.3650243282318115
214,-0.0,0.7807815915002909,1.6410509666240813,1.2996109450322775,1.614323533026528,1.6537217391861345,0.36402082443237305
215,-0.0,0.734525768192151,1.6410509666240813,1.2996109450322775,1.614323533026528,1.6525452069723772,0.36499953269958496
216,-0.0,0.8291378686630659,1.6410509666240813,1.2996109450322775,1.625443857892746,1.6525452069723772,0.36605215072631836
217,-0.0,0.6420354962862342,1.6410509666240813,1.2996109450322775,1.6165205489214445,1.6525452069723772,0.36499476432800293
218,-0.0,0.6882935188300277,1.6410509666240813,1.2996109450322775,1.6165205489214445,1.6537217391861345,0.3640584945678711
219,-0.0,0.6876930391968838,1.6410509666240813,1.2996109450322775,1.6099272298210805,1.6537217391861345,0.3640275001525879
220,-0.0,0.6420961022923485,1.6410509666240813,1.2996109450322775,1.6176255113756741,1.6537217391861345,0.3650212287902832
221,-0.0,0.736221629274401,1.6410509666240813,1.2996109450322775,1.6276393334196315,1.6525452069723772,0.3650202751159668
222,-0.0,0.7453149417388679,1.6410509666240813,1.2996109450322775,1.6276393334196315,1.6459496674444187,0.36798906326293945
223,-0.0,0.5485817543332346,1.6410509666240813,1.2996109450322775,1.6055800413417223,1.6525452069723772,0.3670191764831543
224,-0.0,0.734525768192151,1.6410509666240813,1.2996109450322775,1.614323533026528,1.6525452069723772,0.3650548458099365
225,-0.0,0.7550675807858047,1.6410509666240813,1.2996109450322775,1.6276393334196315,1.673814385027647,0.36502718925476074
226,-0.0,0.6333091234070878,1.6410509666240813,1.2996109450322775,1.6176255113756741,1.6603696680200613,0.365020751953125
227,-0.0,0.6717269270748628,1.6410509666240813,1.2996109450322775,1.6287435938720565,1.665883427918705,0.3660564422607422
