,Vernier,Time,Cam,L,Lambda,Lp,Ld
0,2.413156986228395e-27,8.914661645889282,-2.0818031300622537,1.3891680222657692,0.9062762957151156,1.3857810424542223,1.3898717414873019
1,-8.951912570765581e-27,0.34006166458129883,-2.1163011345982614,1.3891680222657692,0.9062762957151156,1.3780745901485247,1.3851328226028405
2,3.642371917288261e-26,0.3380885124206543,-2.2300782269551025,1.3891680222657692,0.9062762957151156,1.384379506474828,1.392882525527646
3,-1.3593517055381856e-25,0.33906102180480957,-2.235996657119844,1.3891680222657692,0.9062762957151156,1.388612187903435,1.3792046290047248
4,5.590157513269558e-25,0.3390929698944092,-2.234030133218243,1.3891680222657692,0.9062762957151156,1.3836727825839552,1.3851328226028405
5,-1.6865375284774912e-24,0.34105420112609863,-2.3097294867918703,1.3891680222657692,0.9062762957151156,1.3900422933077028,1.3862955084784103
6,7.0660137634206e-24,0.33909177780151367,-2.2200104595420593,1.3891680222657692,0.9062762957151156,1.3788074960238874,1.379786540189802
7,-2.6370722372066654e-23,0.33540940284729004,-2.2323492167007863,1.3891680222657692,0.9062762957151156,1.385088646612996,1.375689630048336
8,9.841687572484602e-23,0.3397672176361084,-2.153248299134065,1.3891680222657692,0.9062762957151156,1.379471428810559,1.378625408043516
9,-3.6729678052731747e-22,0.3400537967681885,-2.006195594289025,1.3891680222657692,0.9062762957151156,1.3850793330537217,1.379786540189802
10,1.2648911279776363e-21,0.3345322608947754,-2.244837029643487,1.3891680222657692,0.9062762957151156,1.3900217178706684,1.3845555492099255
11,-5.115784205010378e-21,0.33969807624816895,-2.3118319452335148,1.3891680222657692,0.9062762957151156,1.3900422933077028,1.3792046290047248
12,2.078643246816569e-20,0.33806324005126953,-2.2718386855440302,1.3891680222657692,0.9062762957151156,1.384379506474828,1.3851328226028405
13,-7.125368208961798e-20,0.33571791648864746,-2.377964451384587,1.3891680222657692,0.9062762957151156,1.3844362916907382,1.3792046290047248
14,2.6592236178481484e-19,0.3414740562438965,-2.1556035951063057,1.3891680222657692,0.9062762957151156,1.3836727825839552,1.3792046290047248
15,-9.924357650496415e-19,0.33906006813049316,-2.202764166030214,1.3891680222657692,0.9062762957151156,1.3900217178706684,1.3959134463200842
16,3.703820698413751e-18,0.3381021022796631,-2.006195594289025,1.3891680222657692,0.9062762957151156,1.3850793330537217,1.379786540189802
17,-1.2088123552628559e-17,0.3390929698944092,-2.1132652730782313,1.3891680222657692,0.9062762957151156,1.379471428810559,1.3792046290047248
18,-1.9821261312465255e-16,0.34108734130859375,-2.335746164696695,1.3891680222657692,0.9062762957151156,1.3746355453175383,1.3881265466510586
19,-0.5000000000000004,0.3400094509124756,-3.5618386994225824,1.3891680222657692,0.9062762957151156,1.3814709168348283,1.3772995150791947
20,-2.5000001400000005,0.3400602340698242,-5.74256458349531,1.3891680222657692,0.9062762957151156,1.3837247657666751,1.3829051143746192
21,-5.250000150000001,0.3313121795654297,-7.82379762682059,1.3891680222657692,0.9062762957151156,1.374784158862985,1.3895261096128364
22,-7.750000500000001,0.3478360176086426,-9.741561430477748,1.3891680222657692,0.9062762957151156,1.3839046301786098,1.3802108935779633
23,-10.000000560000002,0.3400578498840332,-12.014477167368408,1.3891680222657692,0.9062762957151156,1.3799116306573496,1.3801134491312903
24,-12.750001210000004,0.3345520496368408,-14.075760849381902,1.3891680222657692,0.9062762957151156,1.3877828564960348,1.3864538632228367
25,-13.500000380000001,0.3435845375061035,-13.774852218316926,1.3891680222657692,0.9062762957151156,1.3858965719732383,1.389999008779076
26,-13.500000380000003,0.3390676975250244,-14.075760849381902,1.3891680222657692,0.9062762957151156,1.3877828564960348,1.3864538632228367
27,-13.500000380000001,0.3367326259613037,-14.075310093154368,1.3891680222657692,0.9062762957151156,1.3877828564960348,1.382738173746203
28,-13.500000380000001,0.3413269519805908,-14.021932011564425,1.3891680222657692,0.9062762957151156,1.3890401854758712,1.3901920433913668
29,-13.500000380000001,0.3400578498840332,-13.988928972058806,1.3891680222657692,0.9062762957151156,1.3777071271827064,1.389999008779076
30,-13.500000380000003,0.3381528854370117,-14.175836608432942,1.3891680222657692,0.9062762957151156,1.3941360511836571,1.3973517681706324
31,-13.749999810000004,0.33806395530700684,-15.011130778646882,1.3891680222657692,0.9062762957151156,1.4330846633458911,1.4595273082522031
32,-14.499999830000002,0.33029985427856445,-15.577399137603345,1.3891680222657692,0.9062762957151156,1.4435193006343612,1.470978072341019
33,-14.750000130000005,0.3459351062774658,-15.572256991867272,1.3891680222657692,0.9062762957151156,1.4307620302624382,1.4544147685400053
34,-15.000000420000003,0.33905458450317383,-15.484281740309385,1.3891680222657692,0.9062762957151156,1.4034823290888798,1.4222629629311936
35,-15.000000420000001,0.33337950706481934,-15.497092305896095,1.3891680222657692,0.9062762957151156,1.3877612747878405,1.4064894077422916
36,-15.000000420000001,0.34681153297424316,-15.390505064411895,1.3891680222657692,0.9062762957151156,1.387201837757516,1.3909629052298287
37,-15.250000710000002,0.3380584716796875,-15.436575647032846,1.3891680222657692,0.9062762957151156,1.3829220125276998,1.3872097609433842
38,-15.25000071,0.3327012062072754,-15.372099002448913,1.3891680222657692,0.9062762957151156,1.3821661370307872,1.3946032045818604
39,-15.750001290000002,0.34549999237060547,-16.056356287820517,1.3891680222657692,0.9062762957151156,1.390500449861605,1.393857351203112
40,-16.500000460000003,0.3400590419769287,-17.11277708359194,1.3891680222657692,0.9062762957151156,1.3793306152043423,1.3929585836643144
41,-17.500001630000003,0.3329355716705322,-18.50530269132795,1.3891680222657692,0.9062762957151156,1.3851258372786273,1.388243049498976
42,-20.000001130000005,0.34108853340148926,-21.194810161935205,1.3891680222657692,0.9062762957151156,1.3917008422061976,1.3813051712669735
43,-23.249999790000007,0.3400580883026123,-22.903273215754787,1.3891680222657692,0.9062762957151156,,1.4026522432625612
44,-25.000000130000007,0.3401370048522949,-24.525898255495438,1.3891680222657692,0.9062762957151156,,1.379540056797405
45,-28.000001920000006,0.34004688262939453,-26.419648421422707,1.3891680222657692,0.9062762957151156,,1.3773343829493871
46,-30.24999942000001,0.33540892601013184,-27.886318241244254,1.3891680222657692,0.9062762957151156,,1.3860527424448235
47,-31.250000590000003,0.3447730541229248,-28.136693600728226,1.3891680222657692,0.9062762957151156,,1.3833254058443296
48,-31.250000590000003,0.3400843143463135,-27.629299853831668,1.3891680222657692,0.9062762957151156,,1.3850994369040637
49,-31.000002000000006,0.33963942527770996,-27.126202601443055,1.3891680222657692,0.9062762957151156,,1.3907326164926195
50,-29.75000225,0.34392356872558594,-25.740043924938888,1.3891680222657692,0.9062762957151156,,1.3826653259609618
51,-27.750001630000003,0.33806419372558594,-24.18823798237947,1.3891680222657692,0.9062762957151156,,1.3861986783988312
52,-26.000001290000007,0.3318819999694824,-22.617554593545375,1.3891680222657692,0.9062762957151156,,1.3833009025519245
53,-23.75000208,0.3390991687774658,-20.858899834224868,1.3891680222657692,0.9062762957151156,1.3696402062254294,1.373668434101799
54,-21.750001460000004,0.3400535583496094,-19.54257412193945,1.3891680222657692,0.9062762957151156,1.3586642563783158,1.3623242544541305
55,-19.750000830000005,0.34015774726867676,-17.403901684355898,1.3891680222657692,0.9062762957151156,1.3752777283311228,1.3740126360390816
56,-17.000001040000004,0.3390929698944092,-14.50931553819718,1.3891680222657692,0.9062762957151156,1.3757051935962745,1.3706286042102842
57,-13.50000038,0.3383491039276123,-11.671600183218372,1.3891680222657692,0.9062762957151156,1.3762602423097308,1.3741356278993189
58,-9.499999980000002,0.34203648567199707,-8.222498805867115,1.3891680222657692,0.9062762957151156,1.3740934904574238,1.3733852179268058
59,-5.000000279999999,0.3400583267211914,-4.049695497184141,1.3891680222657692,0.9062762957151156,1.3805723931234057,1.3781738049813927
60,8.287665581464507e-16,0.32958984375,0.5836856933132233,1.3891680222657692,0.9062762957151156,1.3731322491689741,1.372409812249911
